Date,Close,Close_10,Close_15,Close_20,Close_5,High,Low,MACD,MACD_10,MACD_15,MACD_20,MACD_5,MA_20,MA_20_10,MA_20_15,MA_20_20,MA_20_5,Open,RSI_14,RSI_14_10,RSI_14_15,RSI_14_20,RSI_14_5,Volume,Next_5Day_Return,LABEL
2010-03-29,0.004989494806557123,0.0018406491112151475,0.0038535635052857294,0.001651523466504539,0.0007878131241113367,0.004432274433508992,0.005268010014512278,0.373542211889661,0.3674085019613297,0.3600633053845128,0.34770937275148134,0.3660505199848356,0.0016207566793198785,0.00025791526189687046,1.4144525590908626e-05,0.00018211458557111166,0.0008734045421804526,0.00483849975055312,0.6033329595359568,0.40622349396250035,0.5276894042425314,0.40921865737087204,0.348394022457422,0.22069453035256695,1.20000076293946,1
2010-03-30,0.004989494806557123,0.0017091759659065677,0.003991188710806089,0.0020644095831957596,0.0015756262482226734,0.0045626385177447975,0.005268010014512278,0.37516241291027574,0.3667583982469885,0.3629079336640117,0.3504689191337424,0.3657498110617728,0.0017780452449694345,0.00043218229481226946,0.0,9.469967342025628e-05,0.0008596500882987983,0.005361582692203221,0.6033329595359568,0.398680582493093,0.5341561837571038,0.43131286591810253,0.406372356863127,0.17643073841713058,1.299999237060547,1
2010-03-31,0.004070376155898094,0.00276097617451223,0.004128819166391519,0.002202034788716109,0.0028886514609373763,0.004301915322154532,0.005004608508993494,0.37544015204885944,0.3673620375138624,0.36535602840065795,0.35299210430684613,0.3669065351342818,0.00188062477833307,0.0006482733092632025,0.00011315593494283846,6.556118411315965e-05,0.0010040711981952396,0.005100041221378166,0.5312469304232899,0.46944982975241006,0.5409685877274133,0.43891970796140595,0.49152030761617965,0.23108597684898824,0.7999992370605469,1
2010-04-01,0.00485818928000943,0.002629503029203659,0.004128819166391519,0.0011010173943580498,0.004070376155898094,0.0046929976290992475,0.005004608508993494,0.37640394777986846,0.3677357640331107,0.36733162335086317,0.35409604101728887,0.3690580188901711,0.002078945052978791,0.0007737457856906015,0.00028288970246490095,0.0,0.0012310187690372449,0.004184648567734824,0.5771919844422527,0.4608359082877002,0.5409685877274133,0.3840584822188562,0.5570053528877792,0.3219698977938794,0.6000022888183665,1
2010-04-02,0.0052521008508588105,0.002103600417211315,0.003303052183074169,0.0027525461109276796,0.004726888762255445,0.0046929976290992475,0.005794808001583987,0.377492503608074,0.3675233250711076,0.3681109665279103,0.356753926000987,0.3714286572814883,0.0022157177641302893,0.000885276580392301,0.00035361206063503367,5.8276978614213986e-05,0.0014510892441106187,0.005492350933371416,0.5991529752911239,0.4261111529746216,0.48643673456943226,0.47491980387199945,0.5901844146425637,0.1019056876086124,0.6999969482421733,1
2010-04-06,0.006565126063573513,0.0007888489026094853,0.0019267791276103292,0.0038535635052857294,0.004989494806557123,0.00599660863416919,0.006716710758916815,0.37960386311196076,0.3660505199848356,0.3674085019613297,0.3600633053845128,0.373542211889661,0.0023661677985715814,0.000885276580392301,0.00040311776531099354,0.00014569216865030217,0.001629896619883401,0.005884660645364666,0.6655207748460462,0.348394022457422,0.40622349396250035,0.5276894042425314,0.6033329595359568,0.31171394067921415,-0.5,0
2010-04-07,0.006696426581327498,0.0015776978052189706,0.0017891539220899696,0.003991188710806089,0.004989494806557123,0.00599660863416919,0.007111810505212056,0.38128718740909345,0.3657498110617728,0.3667583982469885,0.3629079336640117,0.37516241291027574,0.002516617833012874,0.0008713351645769951,0.0005799236607363102,0.0001311229239967435,0.0017880721836614868,0.006800053299008009,0.6717017193299906,0.406372356863127,0.398680582493093,0.5341561837571038,0.6033329595359568,0.2847397720243881,0.2999992370605469,1
2010-04-08,0.005120795324311118,0.0028924493198208,0.002890171316448029,0.004128819166391519,0.004070376155898094,0.005344803131634219,0.005794808001583987,0.38087496521876146,0.3669065351342818,0.3673620375138624,0.36535602840065795,0.37544015204885944,0.002578165396507107,0.0010177193658617726,0.0007991628631499422,0.00024767660333993867,0.0018912301942573563,0.005884660645364666,0.5443130665597576,0.49152030761617965,0.46944982975241006,0.5409685877274133,0.5312469304232899,0.28588259550528705,2.100002288818359,1
2010-04-09,0.005646007412914474,0.0040757276891140596,0.0027525461109276796,0.004128819166391519,0.00485818928000943,0.005344803131634219,0.005531411520031071,0.3809684142962586,0.3690580188901711,0.3677357640331107,0.36733162335086317,0.37640394777986846,0.0026670676065809187,0.0012477517961280212,0.0009264633236836792,0.000422506983412115,0.0020906688573360433,0.0047077315093849255,0.5736142828944283,0.5570053528877792,0.4608359082877002,0.5409685877274133,0.5771919844422527,0.1859680127242202,0.2999992370605469,1
2010-04-12,0.006171214492724133,0.004733103446414974,0.002202034788716109,0.003303052183074169,0.0052521008508588105,0.005866249522814739,0.006716710758916815,0.3814569745109604,0.3714286572814883,0.3675233250711076,0.3681109665279103,0.377492503608074,0.0028243561722304943,0.001470813651441814,0.0010396189888421273,0.0004953529287946549,0.0022282128714638527,0.006538511828182963,0.6020869210354878,0.5901844146425637,0.4261111529746216,0.48643673456943226,0.5991529752911239,0.2056728815056994,-0.5,0
2010-04-13,0.005908613457216162,0.004996054752411142,0.0008257617332522695,0.0019267791276103292,0.006565126063573513,0.005475162242988669,0.005794808001583987,0.3814459915830252,0.373542211889661,0.3660505199848356,0.3674085019613297,0.37960386311196076,0.0030363540310392673,0.0016520515252200626,0.0010396189888421273,0.000546345146139468,0.002379511339473317,0.006146202116189712,0.5806432321886533,0.6033329595359568,0.348394022457422,0.40622349396250035,0.6655207748460462,0.2515861093929487,-0.1000022888183665,0
2010-04-14,0.0070903331433831715,0.004996054752411142,0.001651523466504539,0.0017891539220899696,0.006696426581327498,0.006387690941113905,0.00684841402365914,0.3825169082617031,0.37516241291027574,0.3657498110617728,0.3667583982469885,0.38128718740909345,0.0033167379845505463,0.001812377142320136,0.0010254744632512288,0.000728460009595802,0.002530809807482781,0.006276970357357907,0.6439237636416055,0.6033329595359568,0.406372356863127,0.398680582493093,0.6717017193299906,0.32722452946894054,-1.399997711181634,0
2010-04-15,0.007878151276288206,0.0040757276891140596,0.003027796521968379,0.002890171316448029,0.005120795324311118,0.007821666030419642,0.008297114768063668,0.38402149770171123,0.37544015204885944,0.3669065351342818,0.3673620375138624,0.38087496521876146,0.0035834448756452493,0.0019169373620693893,0.0011739913074947383,0.0009542823291275586,0.0025927044564336677,0.008107755664644601,0.6811322707176273,0.5312469304232899,0.49152030761617965,0.46944982975241006,0.5443130665597576,0.41762540131365794,-2.80000305175782,0
2010-04-16,0.006039913974970147,0.004864576591723545,0.004266444371911869,0.0027525461109276796,0.005646007412914474,0.006257331829759445,0.00684841402365914,0.38317023227116515,0.37640394777986846,0.3690580188901711,0.3677357640331107,0.3809684142962586,0.0037612492957928927,0.0021190869607050165,0.0014073750354992789,0.0010854052531243021,0.002682108013147854,0.0069308215401762035,0.5394872293647301,0.5771919844422527,0.5570053528877792,0.4608359082877002,0.5736142828944283,0.29250390268327886,-1.299999237060547,0
2010-04-19,0.0055147018863667815,0.005259006058407318,0.004954580899643789,0.002202034788716109,0.006171214492724133,0.0056055263272244745,0.006189912771845106,0.381822150405613,0.377492503608074,0.3714286572814883,0.3675233250711076,0.3814569745109604,0.003939053715940546,0.0022585005870373377,0.0016336866356005655,0.0012019586545822646,0.002840283576925959,0.005492350933371416,0.5045809991934053,0.5991529752911239,0.5901844146425637,0.4261111529746216,0.6020869210354878,0.3902624370416188,0.9000015258789134,1
2010-04-20,0.005777307930668469,0.006573757573009148,0.005229836560749569,0.0008257617332522695,0.005908613457216162,0.005344803131634219,0.006189912771845106,0.38090373338092093,0.37960386311196076,0.373542211889661,0.3660505199848356,0.3814459915830252,0.004198921814953747,0.0024118556291849646,0.0018175649287135265,0.0012019586545822646,0.0030534769562307012,0.006015433875021518,0.5201108425024921,0.6655207748460462,0.6033329595359568,0.348394022457422,0.5806432321886533,0.22047067833053519,0.9000015258789062,1
2010-04-21,0.0052521008508588105,0.006705230718317718,0.005229836560749569,0.001651523466504539,0.0070903331433831715,0.005475162242988669,0.00605820950710278,0.3795288740235026,0.38128718740909345,0.37516241291027574,0.3657498110617728,0.3825169082617031,0.0043904038192644134,0.0025652106713325916,0.0019802262985479245,0.0011873894099287163,0.003335442080254962,0.006015433875021518,0.48358654821282493,0.6717017193299906,0.6033329595359568,0.406372356863127,0.6439237636416055,0.2644693823451445,-0.3000030517578267,0
2010-04-22,0.004201676673652078,0.005127527897719721,0.004266444371911869,0.003027796521968379,0.007878151276288206,0.003780468930974021,0.004082705751660675,0.3772763688024801,0.38087496521876146,0.37544015204885944,0.3669065351342818,0.38402149770171123,0.004458790174840177,0.0026279466436359075,0.0020863098358031287,0.0013403657840779432,0.00360365301274193,0.004576958279728074,0.41618313231207854,0.5443130665597576,0.5312469304232899,0.49152030761617965,0.6811322707176273,0.533156608052782,0.0,0
2010-04-23,0.004332982200199772,0.0056534305097120565,0.005092206105164139,0.004266444371911869,0.006039913974970147,0.0045626385177447975,0.005136306749769952,0.3755672400257438,0.3809684142962586,0.37640394777986846,0.3690580188901711,0.38317023227116515,0.004472467498129971,0.0027185654475698254,0.002291404512625862,0.0015807573482632586,0.0037824601261703212,0.0047077315093849255,0.4255333804118559,0.5736142828944283,0.5771919844422527,0.5570053528877792,0.5394872293647301,0.28787959117551765,0.09999847412109375,1
2010-04-26,0.006696426581327498,0.006179328106325374,0.005505092221855359,0.004954580899643789,0.0055147018863667815,0.00612696774552364,0.006189912771845106,0.37658001091575005,0.3814569745109604,0.377492503608074,0.3714286572814883,0.381822150405613,0.004575047031493597,0.0028788910646699185,0.0024328492289661173,0.0018138644290644163,0.003961267239598722,0.005361582692203221,0.568432862032502,0.6020869210354878,0.5991529752911239,0.5901844146425637,0.5045809991934053,0.3967953815793349,-1.900001525878913,0
2010-04-27,0.0069590326256291765,0.005916381815708234,0.006881365277319199,0.005229836560749569,0.005777307930668469,0.006257331829759445,0.007111810505212056,0.37757100433475593,0.3814459915830252,0.37960386311196076,0.373542211889661,0.38090373338092093,0.004677626564857214,0.003094982345031255,0.002588438470897271,0.002003264053790141,0.004222600813972688,0.006800053299008009,0.5817706405029908,0.5806432321886533,0.6655207748460462,0.6033329595359568,0.5201108425024921,0.14903831993166622,-2.700000762939453,0
2010-04-28,0.00485818928000943,0.007099655169622466,0.007018990482839549,0.005229836560749569,0.0052521008508588105,0.0048233567404536975,0.005663109760807529,0.3761230101784456,0.3825169082617031,0.38128718740909345,0.37516241291027574,0.3795288740235026,0.004670787772775692,0.0033807801726483634,0.002744027712828425,0.002170809672592906,0.004415162643627105,0.004969267991721315,0.44914798299437086,0.6439237636416055,0.6717017193299906,0.6033329595359568,0.48358654821282493,0.4276692880916615,-2.29999923706054,0
2010-04-29,0.004201676673652078,0.007888509087610969,0.005367461766269929,0.004266444371911869,0.004201676673652078,0.004301915322154532,0.005136306749769952,0.37425379429625555,0.38402149770171123,0.38087496521876146,0.37544015204885944,0.3772763688024801,0.004677626303983976,0.0036526368503605297,0.0028076776733109133,0.002280078590666721,0.004483934650691024,0.005100041221378166,0.4140235472722004,0.6811322707176273,0.5443130665597576,0.5312469304232899,0.41618313231207854,0.23668227739978204,-2.099998474121087,0
2010-04-30,0.004464282717953766,0.0060478549610168035,0.0059179730884814895,0.005092206105164139,0.004332982200199772,0.004953720824689503,0.0053997082552887455,0.3730133304620535,0.38317023227116515,0.3809684142962586,0.37640394777986846,0.3755672400257438,0.004657110449485898,0.003833874458228385,0.002899616684975189,0.0024913316655449293,0.004497689104572679,0.004576958279728074,0.43032457618531855,0.5394872293647301,0.5736142828944283,0.5771919844422527,0.4255333804118559,0.25530323112721276,-2.399997711181634,0
2010-05-03,0.004201676673652078,0.00552195234902446,0.006468479160627979,0.005505092221855359,0.006696426581327498,0.0048233567404536975,0.0048729102682170365,0.37174391781777333,0.381822150405613,0.3814569745109604,0.377492503608074,0.37658001091575005,0.004602401156326711,0.00401511206609625,0.003062278054809607,0.0026370235563099986,0.004600847115168538,0.00562311917453961,0.41522324291542345,0.5045809991934053,0.6020869210354878,0.5991529752911239,0.568432862032502,0.13206091131336337,-1.79999923706054,0
2010-05-04,0.003413863549540742,0.005784903655020636,0.00619322874958728,0.006881365277319199,0.0069590326256291765,0.004041192126564276,0.004082705751660675,0.3699305986781055,0.38090373338092093,0.3814459915830252,0.37960386311196076,0.37757100433475593,0.004438273798595604,0.004279997902945587,0.003281517527007639,0.0027972846917286164,0.004704005125764388,0.0047077315093849255,0.37098665595316255,0.5201108425024921,0.5806432321886533,0.6655207748460462,0.5817706405029908,0.22408176489646844,-0.9000015258789134,0
2010-05-05,0.001838232292524361,0.005259006058407318,0.007431871349465689,0.007018990482839549,0.00485818928000943,0.001694693312014648,0.002765703248032606,0.36690826084618916,0.3795288740235026,0.3825169082617031,0.38128718740909345,0.3761230101784456,0.004185244230790696,0.004475177192539121,0.003571479087591414,0.0029575458271472337,0.004697127767651365,0.0020923267781117402,0.29426890598239674,0.48358654821282493,0.6439237636416055,0.6717017193299906,0.44914798299437086,0.5534093252039705,0.2999992370605398,1
2010-05-06,0.0014443257304686881,0.00420720083442263,0.00825763833278303,0.005367461766269929,0.004201676673652078,0.001303611005069942,0.0019755037554421043,0.36417844478443423,0.3772763688024801,0.38402149770171123,0.38087496521876146,0.37425379429625555,0.003993762487353248,0.004544884005705297,0.00384729639236865,0.0030231070112603834,0.004704004863420007,0.0019615535484548887,0.27698134190582874,0.41618313231207854,0.6811322707176273,0.5443130665597576,0.4140235472722004,0.28761450325469057,1.700000762939453,1
2010-05-07,0.0013130252127147026,0.004338678995110227,0.006330853955107629,0.0059179730884814895,0.004464282717953766,0.0015643292277788428,0.0010536009981092858,0.3619767700374284,0.3755672400257438,0.38317023227116515,0.3809684142962586,0.3730133304620535,0.0037680875661279187,0.004558825421520603,0.004031174415697221,0.003117806684680619,0.004683373313769711,0.00039230971199324076,0.27106367992529906,0.4255333804118559,0.5394872293647301,0.5736142828944283,0.43032457618531855,0.3623692969279255,1.79999923706054,1
